term1,term2,score
surgery,resection,0.6428571428571429
toxoplasma,herpesvirus,0.6428571428571429
bear,cheetah,0.6428571428571429
glycemia,nutrition,0.6428571428571429
midgut,human-gut,0.6428571428571429
forest,soil,0.6428571428571429
cipro,gentamicin,0.6428571428571429
internal,anatomy,0.6428571428571429
undernutrition,cachexia,0.6428571428571429
herpesvirus,cancer,0.6428571428571429
undernutrition,nutrition-induced,0.6428571428571429
lizard,eagle,0.6428571428571429
low fat,dairy food,0.6428571428571429
post-natal,pregnancy,0.6428571428571429
artery,bloodstream,0.6428571428571429
koala,gorillas,0.6428571428571429
ampicilin,cephalosporin,0.6428571428571429
mycobiome,microbiota-liver,0.6428571428571429
colonbiome,gut-liver,0.6428571428571429
vineyard,plantation,0.6417910447761194
piglets,rabbit,0.6417910447761194
constipation,reflux,0.6410256410256411
nestling,pup,0.6410256410256411
poultry,carnivore,0.6410256410256411
undernutrition,kwashiorkor,0.6410256410256411
vessel,ship,0.6410256410256411
komodo,parrot,0.6410256410256411
reproduction,placenta,0.6410256410256411
nephropathy,cholestasis,0.6410256410256411
gut-derived,musculus-gut-bacteria,0.6410256410256411
colitis,colorectal,0.6410256410256411
streptomycin-treated,gentamicin,0.6410256410256411
excrements,poo,0.6410256410256411
adult,age-matched,0.6410256410256411
histology,tissue,0.6410256410256411
beta-lactam antibiotic,aztreonam,0.6410256410256411
lactose,lactation,0.6410256410256411
neotoma,ochotona,0.6410256410256411
head,arm,0.6410256410256411
interleukin,interferon,0.6410256410256411
jackal,rabbit,0.6410256410256411
lake,coral reef,0.6410256410256411
lowland,semi-desert,0.6410256410256411
pylorus,lumen,0.6410256410256411
rhizosphere,mycorrhiza,0.6410256410256411
carotid,thrombosis,0.6410256410256411
hormones,puberty,0.6410256410256411
insect,helminth,0.6410256410256411
beagle,capuchins,0.6410256410256411
parrot,hamster,0.6410256410256411
preeclampsia,ovarian,0.6410256410256411
lemur,mink,0.6410256410256411
hiv-infected,antiretroviral-treated,0.6410256410256411
ciprofloxacin,rifaximin,0.6410256410256411
aztreonam,cefoperazone-treated,0.6410256410256411
vole,neotoma,0.6410256410256411
vista,coast,0.6410256410256411
fodmap,fructans,0.6410256410256411
wistar,neotoma,0.6410256410256411
puppies,terrier,0.64
duodenum,gastric,0.64
bile,digestion,0.64
peatland,rainforest,0.64
sulfate,phosphate,0.64
pancreatitis,cystic fibrosis,0.64
goat,deer,0.64
pylorus,colon,0.64
hirundo,finch,0.64
mental,anorexia nervosa,0.64
turtle,vertebrate,0.64
anus,colon,0.64
rat,lizard,0.64
lizard,sparrow,0.64
bifidobacteria,microbiota-dependent,0.64
pine,acorn,0.64
malaria,disease,0.64
malaria,typhoid fever,0.64
adulthood,adolescent,0.64
ampicillin,beta-lactamase,0.64
ear,arm,0.64
carbon,nitrogen,0.64
beta-lactam antibiotic,clindamycin,0.64
animal,calf,0.64
rodent,deer,0.64
bear,hamster,0.64
lupus,alzheimers,0.64
atherosclerosis,degeneration,0.64
cardiometabolic,coronary,0.64
lymphoma,herpesvirus,0.64
babies,child,0.64
wolf,snake,0.64
zinc,vitamin,0.64
digestion,glucose,0.64
microtus,deer mouse,0.64
endotoxemia,enterocolitis,0.64
fetus,mother-to-child,0.64
digestion,gut-microbiome,0.64
dairy food,meat,0.64
twin,sibling,0.64
fucosyllactose,disaccharide,0.64
diet-microbiome,microbiome-wide,0.64
microbiota-induced,mycobiota,0.64
immune-mediated,cytokine,0.64
depression,anorexia nervosa,0.64
pathobiome,gut-microbiome,0.64
fructose,dextrose,0.64
horse,piglets,0.64
inflammation,cytokines,0.64
immunoglobulin,lymphocyte,0.64
preeclampsia,osteoporosis,0.64
panda,cheetahs,0.64
mammal,mink,0.64
psoriasis,carcinoma,0.639344262295082
spondyloarthritis,ankylosing,0.639344262295082
gastritis,ischemia,0.639344262295082
anxiety,epilepsy,0.639344262295082
salmonellosis,pathogens,0.639344262295082
diet,diet-biological,0.639344262295082
midgut,gastro-intestine,0.639344262295082
fish,fish-associated,0.639344262295082
semi-desert,steppe,0.6363636363636364
chimp,beagle,0.6363636363636364
lymphocyte,immunity,0.6363636363636364
menstrual,reproductive-age,0.6363636363636364
breastmilk,placenta,0.6363636363636364
apple,tea,0.6363636363636364
gorillas,eagle,0.6363636363636364
allogeneic,xenograft,0.6363636363636364
arthritis,ankylosing,0.6363636363636364
mom,girl,0.6363636363636364
madagascar,namibia,0.6363636363636364
puppies,hamster,0.6363636363636364
mom,boy,0.6363636363636364
pregnancy,female,0.6363636363636364
menopause,middle-aged,0.6363636363636364
autoimmunity,cytokine,0.6363636363636364
iguana,frog,0.6363636363636364
flaxseed,grain,0.6363636363636364
interleukin,inflammasome,0.6363636363636364
apple,coconut,0.6363636363636364
vegetation,earth,0.6363636363636364
endothelial,interstitial fluid,0.6363636363636364
glycans,phospholipid,0.6363636363636364
iguana,vole,0.6363636363636364
coffee,wine,0.6363636363636364
appendix,anus,0.6363636363636364
steatosis,pancreatitis,0.6363636363636364
bangkok,kyoto,0.6363636363636364
ampicillin-treated,ciprofloxacin,0.6363636363636364
roux,broth,0.6363636363636364
tamarin,avocet,0.6363636363636364
clindamycin,rifaximin,0.6363636363636364
hsct,lymphoblastic,0.6363636363636364
endothelium,cardiovascular system,0.6363636363636364
cattle,chicken,0.6363636363636364
vine,vineyard,0.6363636363636364
mictobiota,microbiome-dependent,0.6363636363636364
mucosa,intraepithelial,0.6363636363636364
corncob,bean,0.6363636363636364
reptile,podarcis,0.6363636363636364
gallbladder,pancreas,0.6363636363636364
coast,river,0.6363636363636364
host-microbe,microbiota-associated,0.6363636363636364
evergreen,plant,0.6363636363636364
horse,coat,0.6363636363636364
squirrels,canaries,0.6363636363636364
uterus,antrum,0.6363636363636364
bone,fracture,0.6363636363636364
limb,shin,0.6363636363636364
low fat,high-fiber,0.6363636363636364
spleen,ovary,0.6363636363636364
babies,puppies,0.6363636363636364
vancomycin,ciprofloxacin,0.6363636363636364
komodo,jackal,0.6363636363636364
human-vaginal,uterus,0.6363636363636364
human-vaginal,mother-to-child,0.6363636363636364
koala,sparrow,0.6363636363636364
sows,farm,0.6363636363636364
faecalibacteria,xenomicrobiota,0.6363636363636364
grass,shrubland,0.6363636363636364
regulatory t cell,immunosurveillance,0.6363636363636364
mammalian-associated,mammal,0.6363636363636364
aorta,pharynx,0.6363636363636364
frog,hamster,0.6363636363636364
free-range,organic,0.6363636363636364
nephropathy,steatohepatitis,0.6363636363636364
ulcer,cancer,0.6363636363636364
duck,goat,0.6363636363636364
mouse,sheep,0.6363636363636364
herb,vegetation,0.6363636363636364
ulcer,fibromyalgia,0.6363636363636364
stress-induced,myalgic,0.6363636363636364
abdomen,colon,0.6363636363636364
beagle,chimpanzee,0.6363636363636364
terrestrial,earth,0.6363636363636364
gerbil,koala,0.6363636363636364
lemur,iguana,0.6363636363636364
gerbil,ferret,0.6363636363636364
bulb,bead,0.6363636363636364
wistar,rabbit,0.6363636363636364
microbiota-host,pathobiome,0.6363636363636364
stickleback,fish,0.6363636363636364
pathogenicity,immunogenicity,0.6363636363636364
gastritis,gastroesophageal,0.6363636363636364
hot,heat,0.6363636363636364
botswana,kuwait,0.6363636363636364
lemur,rodent,0.6363636363636364
gerbil,canaries,0.6363636363636364
age-related,obesity-associated,0.6363636363636364
ischemic,neuropathy,0.6363636363636364
recto-anal,rectale,0.6363636363636364
gastrointestinal tract,intestianl,0.6363636363636364
macaque,gorillas,0.6363636363636364
parkinson,alzheimers,0.6363636363636364
dairy,gluten,0.6363636363636364
glycemic,diabetogenic,0.6363636363636364
hyperlipidemia,obesity,0.6363636363636364
diet-dependent,high-fibre,0.6363636363636364
cytokines,inflammasome,0.6363636363636364
bird,beetle,0.6363636363636364
eagle,gorilla,0.6363636363636364
bird,fish,0.6363636363636364
guinea pig,vole,0.6363636363636364
sarracenia,tridentata,0.6363636363636364
secretion,excretion,0.6363636363636364
hiv-positive,iron-deficient,0.6363636363636364
ill,frail,0.6363636363636364
water,moisture,0.6363636363636364
gluten-free,vegetarian,0.6363636363636364
inflammation,nephropathy,0.6363636363636364
plant,conifer,0.6338028169014085
zambia,fiji,0.6338028169014085
rice,cereal,0.6333333333333333
lymphoma,immunodeficiency,0.6333333333333333
pea,seed,0.6333333333333333
ulcer,arthritis,0.6333333333333333
broiler,chicken,0.6333333333333333
periodontium,dental,0.6333333333333333
host-microbiota,miicrobiota,0.6333333333333333
resection,removal,0.6326530612244898
pancreas,adrenal,0.6326530612244898
fiber,digestion,0.6326530612244898
streptomycin,antibiotic-associated,0.6326530612244898
sludge,effluent,0.6326530612244898
phagocytes,microbiota-associated,0.6326530612244898
metronidazole-treated,cefoperazone-treated,0.6326530612244898
ferret,piglets,0.6326530612244898
bladder,urinary system,0.6326530612244898
toddlers,child,0.6326530612244898
tilapia,chicken,0.6326530612244898
atherosclerotic,steatohepatitis,0.6326530612244898
carb,starch,0.6326530612244898
phosphate,sodium,0.6326530612244898
sows,vole,0.6326530612244898
cytokine,immunotherapy,0.6326530612244898
muciniphila,gut-microbiome,0.6326530612244898
glycemic,high-sugar,0.6326530612244898
koala,cat,0.6326530612244898
fungus-colonised,hypha,0.6326530612244898
microbiota-induced,miicrobiota,0.6326530612244898
thermal,high temperature,0.6326530612244898
sensitivity,intolerance,0.6326530612244898
carcinoma,haemorrhagic,0.6326530612244898
nephropathy,leukemia,0.6326530612244898
cynomolgus,marmoset,0.6326530612244898
arable soil,grassland,0.6326530612244898
prenatal,mother-infant,0.6326530612244898
iodine,thyroid,0.6326530612244898
penicillin,anti-bacterial,0.6326530612244898
pylorus,rectum,0.6326530612244898
prairie,cattle,0.6326530612244898
bird,horse,0.6326530612244898
antibiotic-treated,beta-lactamase,0.6326530612244898
melanoma,sclerosis,0.6326530612244898
epidermis,acne,0.6326530612244898
sows,rabbit,0.6326530612244898
wound,fracture,0.6326530612244898
phospholipid,heme,0.6326530612244898
ulcer,peritonitis,0.6326530612244898
artery,endothelial,0.6326530612244898
immunoglobulins,immunomodulation,0.6326530612244898
cervix uteri,bladder,0.6326530612244898
polypeptide,collagen,0.6326530612244898
woman,sibling,0.6326530612244898
microtus,vole,0.6326530612244898
gut-derived,inflammatory bowel disease,0.6326530612244898
intestine,ovary,0.6326530612244898
antibiotic-driven,anti-bacterial,0.6326530612244898
toxicity,cytotoxicity,0.6326530612244898
gallbladder,antrum,0.6326530612244898
karelia,estonia,0.6326530612244898
fungus-colonised,spores,0.6326530612244898
uterus,woman,0.6326530612244898
ischemic,cardiac,0.6326530612244898
intestine,small-intestine,0.6326530612244898
glucose,sugar,0.6326530612244898
autoimmunity,immunologically,0.6326530612244898
small-intestine,colon,0.6326530612244898
rural-type,grassland,0.6326530612244898
vaccination,inoculate,0.6326530612244898
panda,bonobo,0.6326530612244898
meat,lard,0.6326530612244898
capuchins,gorilla,0.6326530612244898
metagenome-assembled,metageonomic,0.6326530612244898
fibromyalgia,ankylosing,0.6326530612244898
vole,frog,0.6326530612244898
dysfunction,damage,0.6326530612244898
obesity-related,age-related,0.6326530612244898
gastritis,gastric,0.6326530612244898
digestion,gut-liver,0.6326530612244898
apoptosis,inflammation,0.6326530612244898
viticulture,oleifera,0.631578947368421
obesogenic,obesity,0.631578947368421
parrot,reptile,0.631578947368421
wellness,weight-loss,0.631578947368421
neomycin,tetracycline antibiotic,0.631578947368421
tumorigenesis,cytotoxicity,0.631578947368421
integrin,collagen,0.631578947368421
rhinosinusitis,bronchus,0.631578947368421
stickleback,frog,0.631578947368421
diet-biological,nutrition-induced,0.631578947368421
mucosae,intraepithelial,0.631578947368421
vegan,diet-biological,0.631578947368421
vegan,soy,0.631578947368421
sparrow,cat,0.631578947368421
mouse,pup,0.631578947368421
airport,city,0.631578947368421
ova,ovarian,0.631578947368421
joey,pups,0.631578947368421
resilience,longevity,0.631578947368421
stress,stress-induced,0.631578947368421
reef,rock,0.631578947368421
grass,vegetation,0.631578947368421
vaginosis,vagina,0.631578947368421
osteoarthritis,sarcopenia,0.631578947368421
branta,starling,0.631578947368421
anti-bacterial,amoxicillin,0.631578947368421
oxalate,citrate,0.631578947368421
ferret,cat,0.631578947368421
chimp,leopard,0.631578947368421
integrin-mediated,immune-mediated,0.631578947368421
carnivore,cat,0.631578947368421
obesity-related,anorexia nervosa,0.6307692307692307
microbiota-induced,nutrition-induced,0.6307692307692307
malt,starch,0.6307692307692307
gastritis,gerd,0.6307692307692307
lifetime,longevity,0.6296296296296297
atherosclerotic,endothelium,0.6296296296296297
cirrhosis,thrombosis,0.6296296296296297
haemorrhagic,thrombosis,0.6296296296296297
fiber,fiber-derived,0.6296296296296297
breastmilk,milk,0.6296296296296297
cesarean,c-section,0.6296296296296297
hereditary,inbred,0.6296296296296297
thyroid,ovary,0.6296296296296297
celiac,allergy,0.6296296296296297
tanzania,fiji,0.6296296296296297
orchard,fruit,0.6296296296296297
lupus,parkinsons,0.6296296296296297
salmonellosis,pneumonia,0.6296296296296297
ferret,tamarin,0.6296296296296297
ferret,pig,0.6296296296296297
infection,tuberculosis,0.6296296296296297
pre-school,toddlers,0.6296296296296297
panda,sparrow,0.6296296296296297
post-natal,mother-to-child,0.6296296296296297
age-related,reproductive-age,0.6296296296296297
peripartum,perinatally,0.6296296296296297
hyperlipidemia,cachexia,0.6296296296296297
walnut,oil palm,0.6296296296296297
snake,beetle,0.6296296296296297
impairment,asthma,0.6296296296296297
osteoarthritis,healthspan,0.6296296296296297
prognosis,diagnosis,0.6296296296296297
animal,deer,0.6296296296296297
rem,rec,0.6296296296296297
animal,pig,0.6296296296296297
nephropathy,thrombosis,0.6296296296296297
cricket,bee,0.6285714285714286
gut-derived,gut-liver,0.627906976744186
symbiosis,host-microbe,0.627906976744186
miicrobiota,microbiota-triggered,0.627906976744186
ampicillin,aztreonam,0.627906976744186
high altitude,elevation,0.627906976744186
aquarium,vivarium,0.627906976744186
medicine,tetracycline antibiotic,0.627906976744186
chimp,horse,0.627906976744186
canaries,hamster,0.627906976744186
adenocarcinoma,adenoma,0.627906976744186
depressive,nervosa,0.627906976744186
kwashiorkor,obesity-associated,0.627906976744186
agricultural,oil palm,0.627906976744186
steppe,woodland,0.627906976744186
musculus-gut-bacteria,gut-microbiome,0.627906976744186
shepherd,terrier,0.627906976744186
mother,newborns,0.627906976744186
vaginosis,ovarian,0.627906976744186
wood,rock,0.627906976744186
cecum,gastro-intestine,0.627906976744186
fiji,colombia,0.627906976744186
mucosa,human-gut,0.627906976744186
fifth,fourteenth,0.627906976744186
mayo,cheese,0.627906976744186
orbicularis,periocular,0.627906976744186
lemur,reptile,0.627906976744186
gutmicrobiota,dysbiosis,0.627906976744186
pet,beagle,0.627906976744186
seagrass,vegetation,0.627906976744186
surgery,transplantation,0.627906976744186
mucosa,goblet,0.627906976744186
hindgut,jejunum,0.627906976744186
wistar,beagle,0.627906976744186
dog,sparrow,0.627906976744186
immunogenicity,immune-mediated,0.627906976744186
psoriasis,diabetes mellitus,0.627906976744186
immigration,urbanization,0.627906976744186
apoptosis,cytokines,0.627906976744186
walnut,tree,0.627906976744186
joey,rabbit,0.627906976744186
immunocompromised,immunoglobulins,0.627906976744186
rural,farm,0.627906976744186
dog,pups,0.627906976744186
coffee,juice,0.627906976744186
vegetable,grain,0.627906976744186
diabetes mellitus,cancer,0.627906976744186
alcohol,nonalcoholic,0.627906976744186
melbourne,stockholm,0.627906976744186
microbiota-bile,dysbiosis-induced,0.627906976744186
fox,canaries,0.627906976744186
microbiota-bile,virome,0.627906976744186
disease,cancer,0.627906976744186
gentamicin-treated,streptomycin,0.627906976744186
birth,child,0.627906976744186
sebum,dermatitis,0.627906976744186
rice,seed,0.627906976744186
lymphocyte,immunoglobulins,0.627906976744186
passerine,starling,0.627906976744186
immunopathology,immunodeficiency,0.627906976744186
goat,mink,0.627906976744186
baby,mother-infant,0.627906976744186
duodenum,abdomen,0.627906976744186
cebus,marmoset,0.627906976744186
plant-based,whole-grain,0.627906976744186
exacerbates,impairs,0.627906976744186
prenatal,newborns,0.627906976744186
rumen,antrum,0.627906976744186
daisy,leaf,0.627906976744186
hiv,immunocompromised,0.627906976744186
atherogenesis,hyperoxia,0.6271186440677966
seagrass,coral reef,0.6271186440677966
host-microbiota,microbiome-based,0.6271186440677966
autoimmunity,asthma,0.6271186440677966
arabinoxylan,plant polysaccharide,0.6271186440677966
ampicillin,antibiotic-associated,0.6271186440677966
wake,sleep,0.6271186440677966
anatomy,endothelium,0.6271186440677966
flaxseed,turmeric,0.6271186440677966
rice,flaxseed,0.6271186440677966
jackal,terrier,0.6271186440677966
peatland,lowland,0.6271186440677966
manure,waste,0.6271186440677966
deprivation,suffering,0.6271186440677966
rat-associated,fish-associated,0.6271186440677966
dairy food,whey,0.625
pre-diabetic,anorexia nervosa,0.625
vole,vertebrate,0.625
incisions,injury,0.625
fiber-derived,bran,0.625
boulardii,nissle,0.625
human-oral,humanized,0.625
mother-to-child,breastfeeding,0.625
hep,cholestasis,0.625
ulcer,disease,0.625
stream,inlet,0.625
rodent,scrofa,0.625
gentamicin-treated,cephalosporin-resistant,0.625
diet-microbiome,high-fat-diet,0.625
gutmicrobiota,bifidogenic,0.625
depression,neuropathy,0.625
mitochondria,endothelium,0.625
glycemic,hyperlipidemia,0.625
galactosamine,proteoglycan,0.625
atherosclerotic,cardiometabolic,0.625
gorillas,rabbit,0.625
beg,aimed,0.625
dairy,lactulose,0.625
muciniphila,gutmicrobiota,0.625
cytokine,pro-inflammatory,0.625
relapse,remission,0.625
osteoporosis,neuropathy,0.625
germfree,microbiota-bile,0.625
nutrition,immunity,0.625
slow,slow-growing,0.625
vagina,breast,0.625
dog,mink,0.625
high-protein,diet-biological,0.625
fat,highfat,0.625
cecumcontent,jejunum,0.625
sporocarp,spores,0.625
soil,seed,0.625
arsenic,radiation,0.625
grass,farm,0.625
fir,wood,0.625
madagascar,zimbabwe,0.625
subject,category,0.625
lemur,iguanas,0.625
cardio,cardiometabolic,0.625
aquarium,reef,0.625
epilepsy,diabetes mellitus,0.625
orchard,acorn,0.625
agricultural,husbandry,0.625
pond,river,0.625
tuberculosis,asthma,0.625
mycobiome,mycorrhiza,0.625
rapeseed,oleifera,0.625
irradiation,radioactivity,0.625
gut-derived,microbiota-liver,0.625
sibling,parent,0.625
mucosae,skin,0.625
fetus,human,0.625
immunopathology,disease,0.625
cavity,dentine,0.625
antibiotic-treated,antibiotic-mediated,0.625
crohns disease,gastroenteritis,0.625
reproductive-age,birth,0.625
microbicide,microbiotherapy,0.625
adolescent,young,0.625
genitalia,ovary,0.625
daycare,child,0.625
adenoma,cancer,0.625
diarrhoea-predominant,dysbiosis,0.625
bifidobacteria,microbiome-derived,0.625
esophagus,ileum,0.625
puppies,retriever,0.625
inulin,fructo-oligosaccharides,0.625
immunocompromised,immunologically,0.625
stress,anorexia nervosa,0.625
mucosa,mouth,0.625
beta-lactamase,amoxicillin,0.625
food,fermented food,0.625
hepatitis,hiv-positive,0.625
monkey,fox,0.625
joey,baby,0.625
earth,grassland,0.625
healthspan,reproductive-age,0.625
vascular,cardiac,0.625
cigarette,smoking,0.625
nonobese,healthy,0.625
beer,alcohol,0.6231884057971014
forest,river,0.6226415094339622
streptozotocin,strep,0.6226415094339622
dermatitis,wound,0.6226415094339622
dermatitis,asthma,0.6226415094339622
breastfeeding,infant,0.6226415094339622
ferret,pups,0.6226415094339622
osteopenia,menopause,0.6226415094339622
gut-derived,dysbiosis,0.6226415094339622
antibiotic,antibiotic-resistance,0.6226415094339622
mammal,goat,0.6226415094339622
pylorus,gastro-intestine,0.6226415094339622
pylorus,gastric,0.6226415094339622
cheetahs,capuchins,0.6226415094339622
interferon-stimulated,immune-mediated,0.6226415094339622
crohns disease,diarrhoea,0.6226415094339622
atherosclerosis,iron-deficient,0.6226415094339622
glycans,fructans,0.6226415094339622
obesity-associated,cachexia,0.6226415094339622
nest,brood,0.6226415094339622
esophagus,gastritis,0.6226415094339622
fibromyalgia,spondylitis,0.6226415094339622
cefotaxime,cephalosporin-resistant,0.6226415094339622
chimp,cat,0.6226415094339622
preeclampsia,diabetes mellitus,0.6226415094339622
bifidophages,microbiome-dependent,0.6226415094339622
cardiovascular system,cardiac,0.6226415094339622
immunization,immunodeficiency,0.6226415094339622
intestine,colorectal,0.6226415094339622
stomach,salivary,0.6226415094339622
inflammation,immunologic,0.6226415094339622
bee,finch,0.6226415094339622
lizard,bat,0.6226415094339622
sows,deer,0.6226415094339622
gut-liver,visceral,0.6226415094339622
gynecologic,anatomy,0.6226415094339622
pancreas,gut-liver,0.6226415094339622
endometrium,vulva,0.6226415094339622
fidaxomicin,doxycycline,0.6226415094339622
mouse,vole,0.6226415094339622
plant-based,herbivore,0.6216216216216216
limestone,rock,0.6216216216216216
plant polysaccharide,polysaccharide,0.6216216216216216
mellitus,obesity,0.6216216216216216
neomycin,aztreonam,0.6216216216216216
dog,leopard,0.6216216216216216
morphine,drugs,0.6216216216216216
livestock,chicken,0.6216216216216216
allergy,acne,0.6216216216216216
cynomolgus,chimpanzee,0.6216216216216216
leopard,eagle,0.6216216216216216
vaginosis,vaginally,0.6216216216216216
microbiota-mediated,pathobiome,0.6216216216216216
calcium carbonate,limestone,0.6216216216216216
aorta,pancreas,0.6216216216216216
calorie,isocaloric,0.6216216216216216
beetle,bat,0.6216216216216216
human-gut,humanized,0.6216216216216216
krill,honeybee,0.6216216216216216
seagrass,zostera,0.6216216216216216
gallbladder,bladder,0.6216216216216216
gastroenteritis,giardia,0.6216216216216216
antibiotic-driven,rifampicin,0.6216216216216216
preeclampsia,peripartum,0.6216216216216216
ceftriaxone,metronidazole,0.6216216216216216
mouse,frog,0.6216216216216216
kwashiorkor,nutrition-induced,0.6216216216216216
iguana,sparrow,0.6216216216216216
myocardial,emphysema,0.6216216216216216
ciprofloxacin,fidaxomicin,0.6216216216216216
inflammation,disease,0.6216216216216216
mammal,bear,0.6216216216216216
pine,vegetation,0.6216216216216216
salmon,sea,0.6216216216216216
sea,river,0.6216216216216216
gutmicrobiota,host-microbiota,0.6206896551724138
neonatal,mother-to-child,0.6206896551724138
dairy food,cattle,0.6206896551724138
regulatory t cell,immunity,0.6206896551724138
gut-brain,microbiome-derived,0.6206896551724138
rabbit,iguanas,0.6206896551724138
virus,papillomavirus,0.6206896551724138
pancreatitis,hyperlipidemia,0.6206896551724138
therapy,healing,0.6206896551724138
phagocytes,lymphocyte,0.6206896551724138
human-skin,human-associated,0.6206896551724138
gastrointestinal tract,intestine,0.6206896551724138
manure,farm,0.6190476190476191
airways,pharynx,0.6190476190476191
lemur,terrier,0.6190476190476191
fiber,low grain,0.6190476190476191
pain,arthritis,0.6190476190476191
feed,meal,0.6190476190476191
maize,bean,0.6190476190476191
retroauricular crease,dorsum,0.6190476190476191
gynecologic,cervico-vaginal,0.6190476190476191
low fat,high-sugar,0.6190476190476191
pain,depression,0.6190476190476191
chimp,mammal,0.6190476190476191
hiv,immune-related,0.6190476190476191
pre-diabetic,obesity,0.6190476190476191
artery,cholesterol,0.6190476190476191
hirundo,canaries,0.6190476190476191
insect,rodent,0.6190476190476191
lizard,mink,0.6190476190476191
gynecologic,placenta,0.6190476190476191
eagle,starling,0.6190476190476191
carotid,trachea,0.6190476190476191
prawn,abalone,0.6190476190476191
vancomycin,gentamicin,0.6190476190476191
panda,gorillas,0.6190476190476191
wistar-kyoto,meishan,0.6190476190476191
facultative anaerobe,anaerobic,0.6190476190476191
pups,piglets,0.6190476190476191
wood,plantation,0.6190476190476191
wolf,pup,0.6190476190476191
recto,cloaca,0.6190476190476191
daisy,berry,0.6190476190476191
colitis,gut-liver,0.6190476190476191
asthma,lung,0.6190476190476191
dongargaon,guangdong,0.6190476190476191
mammal,rodent,0.6190476190476191
duck,deer,0.6190476190476191
aorta,cardiovascular system,0.6190476190476191
sucrose,sweeteners,0.6190476190476191
cat,pup,0.6190476190476191
lactation,pregnancy,0.6190476190476191
phylosymbiosis,mutualism,0.6190476190476191
human-gut,healthspan,0.6190476190476191
mom,mother-infant,0.6190476190476191
deep sea,sea,0.6190476190476191
host-microbe,phylosymbiosis,0.6190476190476191
wistar-kyoto,mesocricetus,0.6190476190476191
mucosae,periodontium,0.6190476190476191
monkey,hamster,0.6190476190476191
ginger,raspberry,0.6190476190476191
microbia,microbiota-based,0.6190476190476191
melbourne,shanghai,0.6190476190476191
peritoneum,uterus,0.6190476190476191
baby,calf,0.6190476190476191
reproductive-age,pregnancy,0.6190476190476191
taichung,melbourne,0.6190476190476191
killifish,fish-associated,0.6190476190476191
giardia,pouchitis,0.6190476190476191
baby,puppies,0.6190476190476191
mucosa,endothelium,0.6190476190476191
diet,high-fat-diet,0.6190476190476191
cheetahs,iguanas,0.6176470588235294
jackal,mammal,0.6170212765957447
immunization,allergy,0.6170212765957447
endothelium,macrophage,0.6170212765957447
glycans,glucosamine,0.6170212765957447
agricultural,plantation,0.6170212765957447
psoriatic,rheumatism,0.6170212765957447
fibromyalgia,stress-induced,0.6170212765957447
post-surgery,post-treatment,0.6170212765957447
tobacco,smoker,0.6170212765957447
non-alcoholic,nonalcoholic,0.6170212765957447
inflammatory bowel disease,gut-microbiome,0.6170212765957447
wistar,cebus,0.6170212765957447
esophagus,gallbladder,0.6170212765957447
vagina,penile,0.6170212765957447
myocardial,thrombosis,0.6170212765957447
rural,savanna,0.6170212765957447
animal,pup,0.6170212765957447
thailand,botswana,0.6170212765957447
ceftriaxone,cefoperazone-treated,0.6170212765957447
atherosclerosis,cholesterol,0.6170212765957447
gerbil,mouse-associated,0.6170212765957447
diarrhoea,stomach,0.6170212765957447
oryctolagus,iguana,0.6170212765957447
turtle,bird,0.6170212765957447
bronchitis,cystitis,0.6170212765957447
diarrhoea-predominant,inflammatory bowel disease,0.6170212765957447
diarrhoea-predominant,colitis,0.6170212765957447
mucin,mucositis,0.6170212765957447
linolenic,oleate,0.6170212765957447
high-carbohydrate,carbohydrate,0.6170212765957447
rat,rat-associated,0.6170212765957447
neutrophil,cytokine,0.6170212765957447
turtle,fish,0.6170212765957447
polyp,adenoma,0.6170212765957447
lemurs,cebus,0.6170212765957447
dog,piglets,0.6170212765957447
manzanita,vine,0.6170212765957447
dog,goat,0.6170212765957447
whey,casein,0.6170212765957447
ferret,vole,0.6170212765957447
flaxseed,whole-grain,0.6170212765957447
daycare,toddlers,0.6170212765957447
primate,capuchins,0.6170212765957447
antibiotic-treated,metronidazole-treated,0.6170212765957447
ginger,tea,0.6170212765957447
lake,marsh,0.6170212765957447
ear,forehead,0.6170212765957447
gastro-intestine,gastric,0.6170212765957447
ampicillin,neomycin-treated,0.6170212765957447
grass,ground,0.6170212765957447
hep,cirrhosis,0.6170212765957447
animal-associated,mink,0.6170212765957447
mitochondria,epithelium,0.6170212765957447
macrophage,cytokine,0.6170212765957447
pups,hamster,0.6170212765957447
lactoferrin,lactulose,0.6170212765957447
co-housing,co-housed,0.6170212765957447
rice,vegetable,0.6170212765957447
adenoma,melanoma,0.6170212765957447
leaf,vegetation,0.6153846153846154
high fat diet,lipid,0.6153846153846154
microbiota-induced,mictobiota,0.6153846153846154
atherosclerotic,nephropathy,0.6153846153846154
phylosymbiosis,microbiota-based,0.6153846153846154
xenomicrobiota,microbiota-triggered,0.6153846153846154
rheumatism,neuropathy,0.6153846153846154
atherosclerotic,hypertension,0.6153846153846154
hypertension,cardiac,0.6153846153846154
ferret,mammal,0.6153846153846154
immunoglobulin,immune-mediated,0.6153846153846154
guinea pig,labrador,0.6153846153846154
gutmicrobiota,microbiota-triggered,0.6153846153846154
fungus,spores,0.6153846153846154
ulcer,crohns disease,0.6153846153846154
human-skin,dermatitis,0.6153846153846154
hepatosteatosis,osteoarthritis,0.6153846153846154
grass,manzanita,0.6153846153846154
